,Periodo,Tienda,Nombre_Producto,Temporada,Cantidad
2041,2019-01-01,3469,PANTALON MUJER,PV,5.0
2049,2019-01-01,3469,PUNTO MANGA LARGA MUJER,OI,7.0
2050,2019-01-01,3469,PUNTO MANGA LARGA MUJER,PV,2.0
2056,2019-01-01,3479,CAMISA HOMBRE,OI,1.0
2057,2019-01-01,3479,CAMISA MANGA LARGA MUJER,PV,1.0
2070,2019-01-01,3499,CAMISA HOMBRE,OI,14.0
2071,2019-01-01,3499,CAMISA HOMBRE,PV,8.0
2072,2019-01-01,3499,CAMISA MANGA LARGA MUJER,OI,8.0
2073,2019-01-01,3499,CAMISA MANGA LARGA MUJER,PV,6.0
2074,2019-01-01,3499,CAMISETA MUJER,PV,7.0
2085,2019-01-01,3499,PANTALON HOMBRE,OI,15.0
2086,2019-01-01,3499,PANTALON HOMBRE,PV,2.0
2087,2019-01-01,3499,PANTALON MUJER,OI,19.0
2088,2019-01-01,3499,PANTALON MUJER,PV,16.0
2095,2019-01-01,3499,PUNTO MANGA LARGA MUJER,OI,9.0
2096,2019-01-01,3499,PUNTO MANGA LARGA MUJER,PV,4.0
2113,2019-01-01,3699,CAMISA HOMBRE,OI,7.0
2114,2019-01-01,3699,CAMISA HOMBRE,PV,2.0
2115,2019-01-01,3699,CAMISA MANGA LARGA MUJER,OI,11.0
2116,2019-01-01,3699,CAMISETA MUJER,OI,5.0
2125,2019-01-01,3699,PANTALON HOMBRE,OI,3.0
2126,2019-01-01,3699,PANTALON MUJER,OI,10.0
2131,2019-01-01,3699,PUNTO MANGA LARGA MUJER,OI,3.0
2139,2019-01-01,3751,BOLSO BANDOLERA MUJER,OI,1.0
2144,2019-01-01,3751,CAMISA MANGA LARGA MUJER,OI,13.0
2145,2019-01-01,3751,CAMISETA MUJER,OI,14.0
2152,2019-01-01,3751,PANTALON MUJER,OI,13.0
2154,2019-01-01,3751,PUNTO MANGA LARGA MUJER,OI,22.0
2161,2019-01-01,3761,BOLSO BANDOLERA MUJER,OI,2.0
2164,2019-01-01,3761,CAMISA MANGA LARGA MUJER,OI,7.0
2165,2019-01-01,3761,CAMISA MANGA LARGA MUJER,PV,1.0
2166,2019-01-01,3761,CAMISETA MUJER,OI,12.0
2167,2019-01-01,3761,CAMISETA MUJER,PV,1.0
2174,2019-01-01,3761,PANTALON MUJER,OI,30.0
2175,2019-01-01,3761,PANTALON MUJER,PV,2.0
2178,2019-01-01,3761,PUNTO MANGA LARGA MUJER,OI,23.0
2182,2019-01-01,3781,CAMISA MANGA LARGA MUJER,OI,-1.0
2183,2019-01-01,3781,CAMISETA MUJER,OI,-1.0
2185,2019-01-01,3781,PANTALON MUJER,OI,-1.0
2186,2019-01-01,3781,PUNTO MANGA LARGA MUJER,OI,-1.0
2188,2019-01-01,3801,CAMISA MANGA LARGA MUJER,OI,-2.0
2189,2019-01-01,3801,PANTALON MUJER,OI,-1.0
2190,2019-01-01,3801,PUNTO MANGA LARGA MUJER,OI,-1.0
2194,2019-01-01,4401,BOLSO BANDOLERA MUJER,OI,4.0
2195,2019-01-01,4401,BOLSO BANDOLERA MUJER,PV,1.0
2201,2019-01-01,4401,CAMISA MANGA LARGA MUJER,OI,31.0
2202,2019-01-01,4401,CAMISETA MUJER,OI,45.0
2213,2019-01-01,4401,PANTALON MUJER,OI,44.0
2218,2019-01-01,4401,PUNTO MANGA LARGA MUJER,OI,63.0
2219,2019-01-01,4401,PUNTO MANGA LARGA MUJER,PV,3.0
2228,2019-01-01,4811,BOLSO BANDOLERA MUJER,OI,0.0
2233,2019-01-01,4811,CAMISA MANGA LARGA MUJER,OI,11.0
2234,2019-01-01,4811,CAMISETA MUJER,OI,10.0
2240,2019-01-01,4811,PANTALON MUJER,OI,16.0
2243,2019-01-01,4811,PUNTO MANGA LARGA MUJER,OI,23.0
2244,2019-01-01,4811,PUNTO MANGA LARGA MUJER,PV,0.0
2250,2019-01-01,4815,CAMISA HOMBRE,OI,17.0
2256,2019-01-01,4815,PANTALON HOMBRE,OI,16.0
2257,2019-01-01,4815,PANTALON HOMBRE,PV,1.0
2266,2019-01-01,4891,BOLSO BANDOLERA MUJER,OI,3.0
2267,2019-01-01,4891,BOLSO BANDOLERA MUJER,PV,1.0
2273,2019-01-01,4891,CAMISA MANGA LARGA MUJER,OI,10.0
2274,2019-01-01,4891,CAMISA MANGA LARGA MUJER,PV,0.0
2275,2019-01-01,4891,CAMISETA MUJER,OI,36.0
2285,2019-01-01,4891,PANTALON MUJER,OI,27.0
2289,2019-01-01,4891,PUNTO MANGA LARGA MUJER,OI,40.0
2290,2019-01-01,4891,PUNTO MANGA LARGA MUJER,PV,0.0
2300,2019-01-01,4991,BOLSO BANDOLERA MUJER,OI,0.0
2301,2019-01-01,4991,BOLSO BANDOLERA MUJER,PV,1.0
2308,2019-01-01,4991,CAMISA MANGA LARGA MUJER,OI,24.0
2309,2019-01-01,4991,CAMISETA MUJER,OI,69.0
2321,2019-01-01,4991,PANTALON MUJER,OI,61.0
2325,2019-01-01,4991,PUNTO MANGA LARGA MUJER,OI,124.0
2335,2019-01-01,4995,CAMISA HOMBRE,OI,45.0
2343,2019-01-01,4995,PANTALON HOMBRE,OI,62.0
2344,2019-01-01,4995,PANTALON HOMBRE,PV,1.0
2356,2019-01-01,5679,CAMISA HOMBRE,OI,6.0
2357,2019-01-01,5679,CAMISA MANGA LARGA MUJER,OI,7.0
2364,2019-01-01,5679,PANTALON HOMBRE,OI,1.0
2365,2019-01-01,5679,PANTALON MUJER,OI,2.0
2373,2019-01-01,6071,BOLSO BANDOLERA MUJER,OI,2.0
2379,2019-01-01,6071,CAMISA MANGA LARGA MUJER,OI,37.0
2380,2019-01-01,6071,CAMISA MANGA LARGA MUJER,PV,1.0
2381,2019-01-01,6071,CAMISETA MUJER,OI,33.0
2393,2019-01-01,6071,PANTALON MUJER,OI,25.0
2398,2019-01-01,6071,PUNTO MANGA LARGA MUJER,OI,49.0
2399,2019-01-01,6071,PUNTO MANGA LARGA MUJER,PV,2.0
2408,2019-01-01,6075,CAMISA HOMBRE,OI,17.0
2414,2019-01-01,6075,PANTALON HOMBRE,OI,17.0
2423,2019-01-01,6161,BOLSO BANDOLERA MUJER,OI,4.0
2427,2019-01-01,6161,CAMISA MANGA LARGA MUJER,OI,8.0
2428,2019-01-01,6161,CAMISETA MUJER,OI,25.0
2429,2019-01-01,6161,CAMISETA MUJER,PV,1.0
2437,2019-01-01,6161,PANTALON MUJER,OI,13.0
2438,2019-01-01,6161,PANTALON MUJER,PV,1.0
2443,2019-01-01,6161,PUNTO MANGA LARGA MUJER,OI,23.0
2444,2019-01-01,6161,PUNTO MANGA LARGA MUJER,PV,2.0
2449,2019-01-01,6461,CAMISA MANGA LARGA MUJER,OI,-1.0
2450,2019-01-01,6461,CAMISETA MUJER,OI,-2.0
2453,2019-01-01,6461,PANTALON MUJER,OI,-1.0
2455,2019-01-01,6461,PUNTO MANGA LARGA MUJER,OI,-1.0
2458,2019-01-01,6465,CAMISA HOMBRE,OI,-3.0
2461,2019-01-01,6465,PANTALON HOMBRE,OI,-3.0
2468,2019-01-01,6471,BOLSO BANDOLERA MUJER,OI,2.0
2473,2019-01-01,6471,CAMISA MANGA LARGA MUJER,OI,29.0
2474,2019-01-01,6471,CAMISETA MUJER,OI,32.0
2475,2019-01-01,6471,CAMISETA MUJER,PV,1.0
2484,2019-01-01,6471,PANTALON MUJER,OI,29.0
2485,2019-01-01,6471,PANTALON MUJER,PV,1.0
2490,2019-01-01,6471,PUNTO MANGA LARGA MUJER,OI,46.0
2491,2019-01-01,6471,PUNTO MANGA LARGA MUJER,PV,0.0
2498,2019-01-01,6475,CAMISA HOMBRE,OI,-3.0
2502,2019-01-01,6475,PANTALON HOMBRE,OI,-3.0
2509,2019-01-01,6771,BOLSO BANDOLERA MUJER,OI,2.0
2515,2019-01-01,6771,CAMISA MANGA LARGA MUJER,OI,10.0
2516,2019-01-01,6771,CAMISA MANGA LARGA MUJER,PV,1.0
2517,2019-01-01,6771,CAMISETA MUJER,OI,40.0
2518,2019-01-01,6771,CAMISETA MUJER,PV,1.0
2528,2019-01-01,6771,PANTALON MUJER,OI,18.0
2533,2019-01-01,6771,PUNTO MANGA LARGA MUJER,OI,52.0
2534,2019-01-01,6771,PUNTO MANGA LARGA MUJER,PV,2.0
2540,2019-01-01,6775,CAMISA HOMBRE,OI,86.0
2541,2019-01-01,6775,CAMISA HOMBRE,PV,1.0
2550,2019-01-01,6775,PANTALON HOMBRE,OI,99.0
2551,2019-01-01,6775,PANTALON HOMBRE,PV,1.0
2562,2019-01-01,6831,BOLSO BANDOLERA MUJER,OI,4.0
2568,2019-01-01,6831,CAMISA MANGA LARGA MUJER,OI,24.0
2569,2019-01-01,6831,CAMISETA MUJER,OI,40.0
2579,2019-01-01,6831,PANTALON MUJER,OI,41.0
2583,2019-01-01,6831,PUNTO MANGA LARGA MUJER,OI,80.0
2584,2019-01-01,6831,PUNTO MANGA LARGA MUJER,PV,3.0
2592,2019-01-01,6835,CAMISA HOMBRE,OI,51.0
2599,2019-01-01,6835,PANTALON HOMBRE,OI,29.0
2600,2019-01-01,6835,PANTALON HOMBRE,PV,1.0
2609,2019-01-01,6921,PUNTO MANGA LARGA MUJER,OI,-2.0
2613,2019-01-01,6931,CAMISA MANGA LARGA MUJER,OI,13.0
2614,2019-01-01,6931,CAMISA MANGA LARGA MUJER,PV,1.0
2615,2019-01-01,6931,CAMISETA MUJER,OI,13.0
2623,2019-01-01,6931,PANTALON MUJER,OI,8.0
2624,2019-01-01,6931,PANTALON MUJER,PV,1.0
2627,2019-01-01,6931,PUNTO MANGA LARGA MUJER,OI,33.0
2634,2019-01-01,6935,CAMISA HOMBRE,OI,26.0
2635,2019-01-01,6935,CAMISA HOMBRE,PV,2.0
2640,2019-01-01,6935,PANTALON HOMBRE,OI,40.0
2641,2019-01-01,6935,PANTALON HOMBRE,PV,1.0
2650,2019-01-01,6951,BOLSO BANDOLERA MUJER,OI,3.0
2655,2019-01-01,6951,CAMISA MANGA LARGA MUJER,OI,38.0
2656,2019-01-01,6951,CAMISA MANGA LARGA MUJER,PV,1.0
2657,2019-01-01,6951,CAMISETA MUJER,OI,54.0
2658,2019-01-01,6951,CAMISETA MUJER,PV,1.0
2667,2019-01-01,6951,PANTALON MUJER,OI,65.0
2668,2019-01-01,6951,PANTALON MUJER,PV,3.0
2673,2019-01-01,6951,PUNTO MANGA LARGA MUJER,OI,77.0
2674,2019-01-01,6951,PUNTO MANGA LARGA MUJER,PV,2.0
2682,2019-01-01,6955,CAMISA HOMBRE,OI,60.0
2689,2019-01-01,6955,PANTALON HOMBRE,OI,45.0
2700,2019-01-01,6961,BOLSO BANDOLERA MUJER,OI,1.0
2701,2019-01-01,6961,BOLSO BANDOLERA MUJER,PV,-1.0
2707,2019-01-01,6961,CAMISA MANGA LARGA MUJER,OI,39.0
2708,2019-01-01,6961,CAMISA MANGA LARGA MUJER,PV,1.0
2709,2019-01-01,6961,CAMISETA MUJER,OI,37.0
2710,2019-01-01,6961,CAMISETA MUJER,PV,1.0
2720,2019-01-01,6961,PANTALON MUJER,OI,71.0
2721,2019-01-01,6961,PANTALON MUJER,PV,2.0
2727,2019-01-01,6961,PUNTO MANGA LARGA MUJER,OI,72.0
2728,2019-01-01,6961,PUNTO MANGA LARGA MUJER,PV,5.0
2738,2019-01-01,6965,CAMISA HOMBRE,OI,75.0
2739,2019-01-01,6965,CAMISA HOMBRE,PV,1.0
2748,2019-01-01,6965,PANTALON HOMBRE,OI,54.0
2758,2019-01-01,6966,BOLSO BANDOLERA MUJER,OI,17.0
2759,2019-01-01,6966,BOLSO BANDOLERA MUJER,PV,5.0
2784,2019-01-01,6971,BOLSO BANDOLERA MUJER,OI,3.0
2785,2019-01-01,6971,BOLSO BANDOLERA MUJER,PV,1.0
2792,2019-01-01,6971,CAMISA MANGA LARGA MUJER,OI,26.0
2793,2019-01-01,6971,CAMISETA MUJER,OI,52.0
2794,2019-01-01,6971,CAMISETA MUJER,PV,2.0
2805,2019-01-01,6971,PANTALON MUJER,OI,47.0
2806,2019-01-01,6971,PANTALON MUJER,PV,1.0
2812,2019-01-01,6971,PUNTO MANGA LARGA MUJER,OI,66.0
2813,2019-01-01,6971,PUNTO MANGA LARGA MUJER,PV,4.0
2824,2019-01-01,6981,BOLSO BANDOLERA MUJER,OI,4.0
2828,2019-01-01,6981,CAMISA MANGA LARGA MUJER,OI,11.0
2829,2019-01-01,6981,CAMISETA MUJER,OI,7.0
2836,2019-01-01,6981,PANTALON MUJER,OI,6.0
2837,2019-01-01,6981,PANTALON MUJER,PV,1.0
2840,2019-01-01,6981,PUNTO MANGA LARGA MUJER,OI,16.0
2841,2019-01-01,6981,PUNTO MANGA LARGA MUJER,PV,1.0
2853,2019-01-01,7509,CAMISA HOMBRE,OI,7.0
2854,2019-01-01,7509,CAMISA MANGA LARGA MUJER,OI,5.0
2855,2019-01-01,7509,CAMISETA MUJER,OI,2.0
2866,2019-01-01,7509,PANTALON HOMBRE,OI,1.0
2867,2019-01-01,7509,PANTALON MUJER,OI,2.0
2868,2019-01-01,7509,PANTALON MUJER,PV,4.0
2872,2019-01-01,7509,PUNTO MANGA LARGA MUJER,PV,3.0
2883,2019-01-01,7809,CAMISA HOMBRE,OI,6.0
2884,2019-01-01,7809,CAMISA HOMBRE,PV,2.0
2885,2019-01-01,7809,CAMISA MANGA LARGA MUJER,OI,1.0
2886,2019-01-01,7809,CAMISETA MUJER,OI,1.0
2892,2019-01-01,7809,PANTALON HOMBRE,OI,3.0
2893,2019-01-01,7809,PANTALON MUJER,OI,5.0
2894,2019-01-01,7809,PANTALON MUJER,PV,1.0
2906,2019-01-01,7889,CAMISA HOMBRE,OI,6.0
2907,2019-01-01,7889,CAMISA MANGA LARGA MUJER,OI,1.0
2908,2019-01-01,7889,CAMISETA MUJER,OI,1.0
2909,2019-01-01,7889,CAMISETA MUJER,PV,1.0
2911,2019-01-01,7889,PANTALON HOMBRE,OI,6.0
2912,2019-01-01,7889,PANTALON HOMBRE,PV,1.0
2913,2019-01-01,7889,PANTALON MUJER,OI,2.0
2914,2019-01-01,7889,PANTALON MUJER,PV,1.0
2917,2019-01-01,7889,PUNTO MANGA LARGA MUJER,PV,1.0
2923,2019-01-01,8101,BOLSO BANDOLERA MUJER,OI,5.0
2930,2019-01-01,8101,CAMISA MANGA LARGA MUJER,OI,28.0
2931,2019-01-01,8101,CAMISETA MUJER,OI,50.0
2941,2019-01-01,8101,PANTALON MUJER,OI,39.0
2946,2019-01-01,8101,PUNTO MANGA LARGA MUJER,OI,72.0
2947,2019-01-01,8101,PUNTO MANGA LARGA MUJER,PV,1.0
2956,2019-01-01,8105,CAMISA HOMBRE,OI,61.0
2966,2019-01-01,8105,PANTALON HOMBRE,OI,28.0
2979,2019-01-01,8131,BOLSO BANDOLERA MUJER,OI,2.0
2985,2019-01-01,8131,CAMISA MANGA LARGA MUJER,OI,32.0
2986,2019-01-01,8131,CAMISETA MUJER,OI,30.0
2987,2019-01-01,8131,CAMISETA MUJER,PV,1.0
2995,2019-01-01,8131,PANTALON MUJER,OI,27.0
2996,2019-01-01,8131,PANTALON MUJER,PV,1.0
3000,2019-01-01,8131,PUNTO MANGA LARGA MUJER,OI,49.0
3012,2019-01-01,8141,BOLSO BANDOLERA MUJER,OI,3.0
3019,2019-01-01,8141,CAMISA MANGA LARGA MUJER,OI,50.0
3020,2019-01-01,8141,CAMISA MANGA LARGA MUJER,PV,1.0
3021,2019-01-01,8141,CAMISETA MUJER,OI,74.0
3032,2019-01-01,8141,PANTALON MUJER,OI,53.0
3033,2019-01-01,8141,PANTALON MUJER,PV,1.0
3037,2019-01-01,8141,PUNTO MANGA LARGA MUJER,OI,78.0
3038,2019-01-01,8141,PUNTO MANGA LARGA MUJER,PV,1.0
3050,2019-01-01,8145,CAMISA HOMBRE,OI,80.0
3057,2019-01-01,8145,PANTALON HOMBRE,OI,87.0
3071,2019-01-01,8641,BOLSO BANDOLERA MUJER,OI,0.0
3072,2019-01-01,8641,BOLSO BANDOLERA MUJER,PV,1.0
3078,2019-01-01,8641,CAMISA MANGA LARGA MUJER,OI,20.0
3079,2019-01-01,8641,CAMISETA MUJER,OI,37.0
3089,2019-01-01,8641,PANTALON MUJER,OI,27.0
3090,2019-01-01,8641,PANTALON MUJER,PV,1.0
3095,2019-01-01,8641,PUNTO MANGA LARGA MUJER,OI,59.0
3103,2019-01-01,8661,BOLSO BANDOLERA MUJER,OI,1.0
3104,2019-01-01,8661,BOLSO BANDOLERA MUJER,PV,1.0
3109,2019-01-01,8661,CAMISA MANGA LARGA MUJER,OI,10.0
3110,2019-01-01,8661,CAMISETA MUJER,OI,16.0
3111,2019-01-01,8661,CAMISETA MUJER,PV,1.0
3119,2019-01-01,8661,PANTALON MUJER,OI,6.0
3120,2019-01-01,8661,PANTALON MUJER,PV,1.0
3123,2019-01-01,8661,PUNTO MANGA LARGA MUJER,OI,27.0
3124,2019-01-01,8661,PUNTO MANGA LARGA MUJER,PV,1.0
3133,2019-01-01,9001,BOLSO BANDOLERA MUJER,OI,0.0
3137,2019-01-01,9001,CAMISA MANGA LARGA MUJER,OI,14.0
3138,2019-01-01,9001,CAMISA MANGA LARGA MUJER,PV,2.0
3139,2019-01-01,9001,CAMISETA MUJER,OI,23.0
3140,2019-01-01,9001,CAMISETA MUJER,PV,1.0
3147,2019-01-01,9001,PANTALON MUJER,OI,21.0
3148,2019-01-01,9001,PANTALON MUJER,PV,2.0
3152,2019-01-01,9001,PUNTO MANGA LARGA MUJER,OI,43.0
3162,2019-01-01,9005,CAMISA HOMBRE,OI,54.0
3169,2019-01-01,9005,PANTALON HOMBRE,OI,37.0
3179,2019-01-01,9061,BOLSO BANDOLERA MUJER,OI,-1.0
3180,2019-01-01,9061,BOLSO BANDOLERA MUJER,PV,1.0
3186,2019-01-01,9061,CAMISA MANGA LARGA MUJER,OI,53.0
3187,2019-01-01,9061,CAMISETA MUJER,OI,48.0
3188,2019-01-01,9061,CAMISETA MUJER,PV,2.0
3200,2019-01-01,9061,PANTALON MUJER,OI,39.0
3201,2019-01-01,9061,PANTALON MUJER,PV,3.0
3207,2019-01-01,9061,PUNTO MANGA LARGA MUJER,OI,73.0
3208,2019-01-01,9061,PUNTO MANGA LARGA MUJER,PV,5.0
3219,2019-01-01,9101,BOLSO BANDOLERA MUJER,OI,3.0
3226,2019-01-01,9101,CAMISA MANGA LARGA MUJER,OI,21.0
3227,2019-01-01,9101,CAMISETA MUJER,OI,32.0
3237,2019-01-01,9101,PANTALON MUJER,OI,40.0
3242,2019-01-01,9101,PUNTO MANGA LARGA MUJER,OI,49.0
3243,2019-01-01,9101,PUNTO MANGA LARGA MUJER,PV,1.0
3251,2019-01-01,9111,BOLSO BANDOLERA MUJER,OI,-1.0
3252,2019-01-01,9111,BOLSO BANDOLERA MUJER,PV,0.0
3258,2019-01-01,9111,CAMISA MANGA LARGA MUJER,OI,26.0
3259,2019-01-01,9111,CAMISA MANGA LARGA MUJER,PV,1.0
3260,2019-01-01,9111,CAMISETA MUJER,OI,57.0
3261,2019-01-01,9111,CAMISETA MUJER,PV,1.0
3270,2019-01-01,9111,PANTALON MUJER,OI,33.0
3275,2019-01-01,9111,PUNTO MANGA LARGA MUJER,OI,52.0
3283,2019-01-01,9121,BOLSO BANDOLERA MUJER,OI,2.0
3289,2019-01-01,9121,CAMISA MANGA LARGA MUJER,OI,5.0
3290,2019-01-01,9121,CAMISETA MUJER,OI,9.0
3296,2019-01-01,9121,PANTALON MUJER,OI,2.0
3298,2019-01-01,9121,PUNTO MANGA LARGA MUJER,OI,11.0
3305,2019-01-01,9131,BOLSO BANDOLERA MUJER,OI,0.0
3310,2019-01-01,9131,CAMISA MANGA LARGA MUJER,OI,29.0
3311,2019-01-01,9131,CAMISETA MUJER,OI,58.0
3320,2019-01-01,9131,PANTALON MUJER,OI,59.0
3321,2019-01-01,9131,PANTALON MUJER,PV,1.0
3326,2019-01-01,9131,PUNTO MANGA LARGA MUJER,OI,76.0
3327,2019-01-01,9131,PUNTO MANGA LARGA MUJER,PV,1.0
3334,2019-01-01,9135,CAMISA HOMBRE,OI,55.0
3340,2019-01-01,9135,PANTALON HOMBRE,OI,43.0
3359,2019-01-01,9151,CAMISA MANGA LARGA MUJER,OI,28.0
3360,2019-01-01,9151,CAMISA MANGA LARGA MUJER,PV,1.0
3361,2019-01-01,9151,CAMISETA MUJER,OI,51.0
3362,2019-01-01,9151,CAMISETA MUJER,PV,3.0
3373,2019-01-01,9151,PANTALON MUJER,OI,45.0
3374,2019-01-01,9151,PANTALON MUJER,PV,3.0
3378,2019-01-01,9151,PUNTO MANGA LARGA MUJER,OI,69.0
3387,2019-01-01,9155,CAMISA HOMBRE,OI,97.0
3388,2019-01-01,9155,CAMISA HOMBRE,PV,2.0
3395,2019-01-01,9155,PANTALON HOMBRE,OI,65.0
3405,2019-01-01,9161,BOLSO BANDOLERA MUJER,OI,0.0
3408,2019-01-01,9161,CAMISA MANGA LARGA MUJER,OI,2.0
3409,2019-01-01,9161,CAMISETA MUJER,OI,3.0
3415,2019-01-01,9161,PANTALON MUJER,OI,6.0
3418,2019-01-01,9161,PUNTO MANGA LARGA MUJER,OI,21.0
3426,2019-01-01,9165,PANTALON HOMBRE,OI,-1.0
3434,2019-01-01,9191,BOLSO BANDOLERA MUJER,OI,1.0
3440,2019-01-01,9191,CAMISA MANGA LARGA MUJER,OI,29.0
3441,2019-01-01,9191,CAMISETA MUJER,OI,28.0
3442,2019-01-01,9191,CAMISETA MUJER,PV,3.0
3451,2019-01-01,9191,PANTALON MUJER,OI,31.0
3452,2019-01-01,9191,PANTALON MUJER,PV,2.0
3458,2019-01-01,9191,PUNTO MANGA LARGA MUJER,OI,49.0
3459,2019-01-01,9191,PUNTO MANGA LARGA MUJER,PV,1.0
3465,2019-01-01,9221,BOLSO BANDOLERA MUJER,PV,1.0
3467,2019-01-01,9221,CAMISA MANGA LARGA MUJER,OI,17.0
3468,2019-01-01,9221,CAMISETA MUJER,OI,8.0
3472,2019-01-01,9221,PANTALON MUJER,OI,9.0
3475,2019-01-01,9221,PUNTO MANGA LARGA MUJER,OI,18.0
3481,2019-01-01,9231,BOLSO BANDOLERA MUJER,OI,3.0
3482,2019-01-01,9231,BOLSO BANDOLERA MUJER,PV,1.0
3487,2019-01-01,9231,CAMISA MANGA LARGA MUJER,OI,27.0
3488,2019-01-01,9231,CAMISETA MUJER,OI,40.0
3489,2019-01-01,9231,CAMISETA MUJER,PV,2.0
3500,2019-01-01,9231,PANTALON MUJER,OI,53.0
3501,2019-01-01,9231,PANTALON MUJER,PV,1.0
3507,2019-01-01,9231,PUNTO MANGA LARGA MUJER,OI,82.0
3508,2019-01-01,9231,PUNTO MANGA LARGA MUJER,PV,6.0
3518,2019-01-01,9411,BOLSO BANDOLERA MUJER,OI,2.0
3523,2019-01-01,9411,CAMISA MANGA LARGA MUJER,OI,50.0
3524,2019-01-01,9411,CAMISETA MUJER,OI,66.0
3534,2019-01-01,9411,PANTALON MUJER,OI,76.0
3541,2019-01-01,9411,PUNTO MANGA LARGA MUJER,OI,96.0
3542,2019-01-01,9411,PUNTO MANGA LARGA MUJER,PV,1.0
3550,2019-01-01,9415,CAMISA HOMBRE,OI,86.0
3557,2019-01-01,9415,PANTALON HOMBRE,OI,74.0
3569,2019-01-01,9451,BOLSO BANDOLERA MUJER,OI,1.0
3570,2019-01-01,9451,CAMISA MANGA LARGA MUJER,OI,7.0
3571,2019-01-01,9451,CAMISETA MUJER,OI,14.0
3572,2019-01-01,9451,CAMISETA MUJER,PV,2.0
3579,2019-01-01,9451,PANTALON MUJER,OI,3.0
3580,2019-01-01,9451,PANTALON MUJER,PV,0.0
3584,2019-01-01,9451,PUNTO MANGA LARGA MUJER,OI,30.0
3591,2019-01-01,9481,BOLSO BANDOLERA MUJER,OI,3.0
3596,2019-01-01,9481,CAMISA MANGA LARGA MUJER,OI,8.0
3597,2019-01-01,9481,CAMISETA MUJER,OI,10.0
3605,2019-01-01,9481,PANTALON MUJER,OI,3.0
3608,2019-01-01,9481,PUNTO MANGA LARGA MUJER,OI,29.0
3609,2019-01-01,9481,PUNTO MANGA LARGA MUJER,PV,1.0
3615,2019-01-01,9485,CAMISA HOMBRE,OI,8.0
3620,2019-01-01,9485,PANTALON HOMBRE,OI,8.0
3626,2019-01-01,9695,CAMISA HOMBRE,OI,-2.0
3628,2019-01-01,9695,PANTALON HOMBRE,OI,-2.0
3632,2019-01-01,9701,BOLSO BANDOLERA MUJER,OI,0.0
3638,2019-01-01,9701,CAMISA MANGA LARGA MUJER,OI,13.0
3639,2019-01-01,9701,CAMISA MANGA LARGA MUJER,PV,1.0
3640,2019-01-01,9701,CAMISETA MUJER,OI,33.0
3648,2019-01-01,9701,PANTALON MUJER,OI,26.0
3649,2019-01-01,9701,PANTALON MUJER,PV,0.0
3654,2019-01-01,9701,PUNTO MANGA LARGA MUJER,OI,68.0
3655,2019-01-01,9701,PUNTO MANGA LARGA MUJER,PV,0.0
3663,2019-01-01,9741,BOLSO BANDOLERA MUJER,OI,1.0
3668,2019-01-01,9741,CAMISA MANGA LARGA MUJER,OI,5.0
3669,2019-01-01,9741,CAMISETA MUJER,OI,13.0
3678,2019-01-01,9741,PANTALON MUJER,OI,8.0
3681,2019-01-01,9741,PUNTO MANGA LARGA MUJER,OI,31.0
3682,2019-01-01,9741,PUNTO MANGA LARGA MUJER,PV,1.0
3688,2019-01-01,9751,BOLSO BANDOLERA MUJER,OI,1.0
3694,2019-01-01,9751,CAMISA MANGA LARGA MUJER,OI,27.0
3695,2019-01-01,9751,CAMISETA MUJER,OI,48.0
3703,2019-01-01,9751,PANTALON MUJER,OI,48.0
3707,2019-01-01,9751,PUNTO MANGA LARGA MUJER,OI,55.0
3708,2019-01-01,9751,PUNTO MANGA LARGA MUJER,PV,1.0
3716,2019-01-01,9755,CAMISA HOMBRE,OI,67.0
3723,2019-01-01,9755,PANTALON HOMBRE,OI,75.0
3737,2019-01-01,9831,CAMISA MANGA LARGA MUJER,OI,13.0
3738,2019-01-01,9831,CAMISA MANGA LARGA MUJER,PV,1.0
3739,2019-01-01,9831,CAMISETA MUJER,OI,14.0
3748,2019-01-01,9831,PANTALON MUJER,OI,1.0
3753,2019-01-01,9831,PUNTO MANGA LARGA MUJER,OI,28.0
3759,2019-01-01,9835,CAMISA HOMBRE,OI,23.0
3766,2019-01-01,9835,PANTALON HOMBRE,OI,20.0
3776,2019-01-01,9891,BOLSO BANDOLERA MUJER,OI,1.0
3779,2019-01-01,9891,CAMISA MANGA LARGA MUJER,OI,21.0
3780,2019-01-01,9891,CAMISETA MUJER,OI,8.0
3790,2019-01-01,9891,PANTALON MUJER,OI,16.0
3791,2019-01-01,9891,PANTALON MUJER,PV,1.0
3794,2019-01-01,9891,PUNTO MANGA LARGA MUJER,OI,36.0
3795,2019-01-01,9891,PUNTO MANGA LARGA MUJER,PV,2.0
3801,2019-01-01,9895,CAMISA HOMBRE,OI,-1.0
3805,2019-01-01,9941,BOLSO BANDOLERA MUJER,OI,1.0
3809,2019-01-01,9941,CAMISA MANGA LARGA MUJER,OI,13.0
3810,2019-01-01,9941,CAMISETA MUJER,OI,12.0
3811,2019-01-01,9941,CAMISETA MUJER,PV,1.0
3820,2019-01-01,9941,PANTALON MUJER,OI,5.0
3823,2019-01-01,9941,PUNTO MANGA LARGA MUJER,OI,17.0
3832,2019-01-01,9951,BOLSO BANDOLERA MUJER,OI,7.0
3837,2019-01-01,9951,CAMISA MANGA LARGA MUJER,OI,29.0
3838,2019-01-01,9951,CAMISA MANGA LARGA MUJER,PV,2.0
